3059,Jetways of Iowa,(unknown),(unknown),JWY,JETWAYS,United States,N
3060,Jetx Airlines,(unknown),GX,JXX,JETBIRD,Iceland,N
3061,Jibair,(unknown),(unknown),JIB,JIBAIRLINE,Djibouti,N
3062,Jigsaw Project,(unknown),(unknown),JSW,JIGSAW,United Kingdom,N
3063,Jim Hankins Air Service,(unknown),(unknown),HKN,HANKINS,United States,N
3064,Jim Ratliff Air Service,(unknown),(unknown),RAS,SHANHIL,United States,N
3065,Joanas Avialinijos,(unknown),(unknown),JDG,LADYBLUE,Lithuania,N
3066,Job Air,(unknown),(unknown),JBR,JOBAIR,Czech Republic,N
3067,Johnson Air,(unknown),(unknown),JHN,AIR JOHNSON,United States,N
3068,Johnsons Air,(unknown),(unknown),JON,JOHNSONSAIR,Ghana,N
3069,Johnston Airways,(unknown),(unknown),JMJ,JOHNSTON,United States,N
3070,Joint Military Commission,(unknown),(unknown),JMM,JOICOMAR,Sudan,N
3071,Jomartaxi Aereo,(unknown),(unknown),JMT,JOMARTAXI,Mexico,N
3072,Jonsson,(unknown),(unknown),ODI,H Air Taxi,ODINN,N
3073,Jordan Aviation,(unknown),R5,JAV,JORDAN AVIATION,Jordan,N
3074,Jordan International Air Cargo,(unknown),(unknown),JCI,(unknown),Jordan,N
3075,Jorvik,(unknown),(unknown),JVK,ISLANDIC,Iceland,N
3076,Ju-Air,(unknown),(unknown),JUR,JUNKERS,Switzerland,N
3077,Juanda Flying School,(unknown),(unknown),JFS,JAEMCO,Indonesia,N
3078,Juba Cargo Services & Aviation Company,(unknown),(unknown),JUC,JUBA CARGO,Sudan,N
3079,Jubba Airways,(unknown),(unknown),JUB,JUBBA,Somali Republic,N
3080,Jubilee Airways,(unknown),(unknown),DKE,DUKE,United Kingdom,N
3081,Juneyao Airlines,(unknown),HO,DKH,JUNEYAO AIRLINES,China,Y
3082,Justair Scandinavia,(unknown),(unknown),MEY,MELODY,Sweden,N
3083,Justice Prisoner and Alien Transportation System,(unknown),(unknown),DOJ,JUSTICE,United States,N
3084,K D Air Corporation,(unknown),(unknown),KDC,KAY DEE,Canada,N
3085,K S Avia,(unknown),(unknown),KSA,SKY CAMEL,Latvia,N
3086,K-Mile Air,(unknown),(unknown),KMI,KAY-MILE AIR,Thailand,N
3087,KD Avia,(unknown),KD,KNI,KALININGRAD AIR,Russia,Y
3088,KLM Cityhopper,(unknown),WA,KLC,CITY,Netherlands,Y
3089,KLM Helicopter,(unknown),(unknown),KLH,KLM HELI,Netherlands,N
3090,KLM Royal Dutch Airlines,(unknown),KL,KLM,KLM,Netherlands,Y
3091,Kabo Air,(unknown),N2,QNK,KABO,Nigeria,N
3092,Kahama Mining Corporation,(unknown),(unknown),KMC,KAHAMA,Tanzania,N
3093,Kaiser Air,(unknown),(unknown),KAI,KAISER,United States,N
3094,Kalitta Air,(unknown),K4,CKS,CONNIE,United States,N
3095,Kalitta Charters,(unknown),(unknown),KFS,KALITTA,United States,N
3096,Kallat El Saker Air Company,(unknown),(unknown),KES,KALLAT EL SKER,Libya,N
3097,Kam Air,(unknown),RQ,KMF,KAMGAR,Afghanistan,Y
3098,Kampuchea Airlines,(unknown),E2,KMP,KAMPUCHEA,Cambodia,N
3099,Kanaf-Arkia Airlines,(unknown),(unknown),KIZ,(unknown),Israel,N
3100,Kanfey Ha'emek Aviation,(unknown),(unknown),KHE,KANFEY HAEMEK,Israel,N
3101,Kansas State University,(unknown),(unknown),KSU,K-STATE,United States,N
3102,Karat,(unknown),V2,AKT,AVIAKARAT,Russia,N
3103,Karibu Airways Company,(unknown),(unknown),KRB,KARIBU AIR,Tanzania,N
3104,Karlog Air Charter,(unknown),(unknown),KLG,KARLOG,Denmark,N
3105,Karthago Airlines,(unknown),(unknown),KAJ,KARTHAGO,Tunisia,N
3106,Kartika Airlines,(unknown),(unknown),KAE,KARTIKA,Indonesia,N
3107,Kata Transportation,(unknown),(unknown),KTV,KATAVIA,Sudan,N
3108,Katekavia,(unknown),(unknown),KTK,KATEKAVIA,Russia,N
3109,Kato Airline,(unknown),(unknown),KAT,KATO-AIR,Norway,N
3110,Kavminvodyavia,(unknown),KV,MVD,AIR MINVODY,Russia,Y
3111,Kavouras Inc,(unknown),(unknown),XKA,(unknown),United States,N
3112,Kaz Agros Avia,(unknown),(unknown),KRN,ANTOL,Kazakhstan,N
3113,Kaz Air West,(unknown),(unknown),KAW,KAZWEST,Kazakhstan,N
3114,Kazan Aviation Production Association,(unknown),(unknown),KAO,KAZAVAIA,Russia,N
3115,Kazan Helicopters,(unknown),(unknown),KPH,KAMA,Russia,N
3116,Kazavia,(unknown),(unknown),KKA,KAKAIR,Kazakhstan,N
3117,Kazaviaspas,(unknown),(unknown),KZS,SPAKAZ,Kazakhstan,N
3118,Keenair Charter -,(unknown),(unknown),JFK,KEENAIR,United Kingdom,N
3119,Kelix Air,(unknown),(unknown),KLX,KELIX,Nigeria,N
3120,Kelner Airways,(unknown),(unknown),FKL,KELNER,Canada,N
3121,Kelowna Flightcraft Air Charter,(unknown),(unknown),KFA,FLIGHTCRAFT,Canada,N
3122,Kendell Airlines,(unknown),(unknown),KDA,KENDELL,Australia,Y
3123,Kenmore Air,(unknown),M5,KEN,KENMORE,United States,Y
3124,Kenn Borek Air,(unknown),(unknown),KBA,BOREK AIR,Canada,N
3125,Kent Aviation,(unknown),(unknown),KAH,DEKAIR,Canada,N
3126,Kenya Airways,(unknown),KQ,KQA,KENYA,Kenya,Y
3127,Kevis,(unknown),(unknown),KVS,KEVIS,Kazakhstan,N
3128,Key Airlines,(unknown),(unknown),KEY,KEY AIR,United States,N
3129,Key Lime Air,(unknown),(unknown),LYM,KEY LIME,United States,N
3130,Keystone Aerial Surveys,(unknown),(unknown),FTP,FOOTPRINT,United States,N
3131,Keystone Air Services,(unknown),BZ,KEE,KEYSTONE,Canada,N
3132,Khalifa Airways,(unknown),(unknown),KZW,KHALIFA AIR,Algeria,N
3133,Kharkov Aircraft Manufacturing Company,(unknown),(unknown),WKH,WEST-KHARKOV,Ukraine,N
3134,Khazar,(unknown),(unknown),KHR,KHAZAR,Turkmenistan,N
3135,Khoezestan Photros Air Lines,(unknown),(unknown),KHP,PHOTROS AIR,Iran,N
3136,Khoriv-Avia,(unknown),(unknown),KRV,KHORIV-AVIA,Ukraine,N
3137,Khors Aircompany,(unknown),(unknown),KHO,AIRCOMPANY KHORS,Ukraine,N
3138,Khyber Afghan Airlines,(unknown),(unknown),KHY,KHYBER,Afghanistan,N
3139,Kiev Aviation Plant,(unknown),(unknown),UAK,AVIATION PLANT,Ukraine,N
3140,King Aviation,(unknown),(unknown),KNG,KING,United Kingdom,N
3141,Kingfisher Air Services,(unknown),(unknown),BEZ,SEA BREEZE,United States,N
3142,Kingfisher Airlines,(unknown),IT,KFR,KINGFISHER,India,Y
3143,Knighthawk Air Express,(unknown),(unknown),KNX,KNIGHT FLIGHT,Canada,N
3144,Kingston Air Services,(unknown),(unknown),KAS,KINGSTON AIR,Canada,N
3145,Kinnarps,(unknown),(unknown),KIP,KINNARPS,Sweden,N
3146,Kinshasa Airways,(unknown),(unknown),KNS,KINSHASA AIRWAYS,Democratic Republic of the Congo,N
3147,Kirov Air Enterprise,(unknown),(unknown),KTA,VYATKA-AVIA,Russia,N
3148,Kish Air,(unknown),Y9,IRK,KISHAIR,Iran,Y
3149,Kitty Hawk Aircargo,(unknown),(unknown),KHA,AIR KITTYHAWK,United States,N
3150,Kitty Hawk Airways,(unknown),(unknown),KHC,CARGO HAWK,United States,N
3151,Kiwi International Air Lines,(unknown),KP,KIA,KIWI AIR,United States,N
3152,Knight Air,(unknown),(unknown),KNA,KNIGHTAIR,Canada,N
3153,Knighthawk Express,(unknown),(unknown),KHX,RIZZ,United States,N
3154,Knights Airlines,(unknown),(unknown),KGT,KNIGHT-LINER,Nigeria,N
3155,Koanda Avacion,(unknown),(unknown),KOA,KOANDA,Spain,N
3156,Koda International,(unknown),(unknown),OYE,KODA AIR,Nigeria,N
3157,Kogalymavia Air Company,(unknown),7K,KGL,KOGALYM,Russia,Y
3158,Kom Activity,(unknown),(unknown),KOM,COMJET,Netherlands,N
3159,Komiaviatrans State Air Enterprise,(unknown),(unknown),KMA,KOMI AVIA,Russia,N
3160,Komiinteravia,"",8J,KMV,KOMIINTER,Russia,N
3161,Komsomolsk-on-Amur Air Enterprise,(unknown),(unknown),KNM,KNAAPO,Russia,N
3162,Koob-Corp - 96 KFT,(unknown),(unknown),KOB,AUTOFLEX,Hungary,N
3163,Korean Air,(unknown),KE,KAL,KOREANAIR,Republic of Korea,Y
3164,Kosmas Air,(unknown),(unknown),KMG,KOSMAS CARGO,Serbia,N
3165,Kosmos,(unknown),(unknown),KSM,KOSMOS,Russia,Y
3166,Kosova Airlines,(unknown),(unknown),KOS,KOSOVA,Serbia,N
3167,Kovar Air,(unknown),(unknown),WOK,WOKAIR,Czech Republic,N
3168,Krasnojarsky Airlines,(unknown),7B,KJC,KRASNOJARSKY AIR,Russia,Y
3169,Kremenchuk Flight College,(unknown),(unknown),KFC,KREMENCHUK,Ukraine,N
3170,Krimaviamontag,(unknown),(unknown),KRG,AVIAMONTAG,Ukraine,N
3171,Kroonk Air Agency,(unknown),(unknown),KRO,KROONK,Ukraine,N
3172,Krylo Airlines,(unknown),K9,KRI,Krylo,Russia,N
3173,Krym,(unknown),(unknown),KYM,CRIMEA AIR,Ukraine,N
3174,Krystel Air Charter,(unknown),(unknown),OPC,OPTIC,United Kingdom,N
3175,Kuban Airlines,(unknown),GW,KIL,AIR KUBAN,Russia,Y
3176,Kunpeng Airlines,(unknown),VD,KPA,KUNPENG,China,N
3177,Kurzemes Avio,(unknown),(unknown),KZA,(unknown),Russia,N
3178,Kustbevakningen,(unknown),(unknown),KBV,SWECOAST,Sweden,N
3179,Kuwait Airways,(unknown),KU,KAC,KUWAITI,Kuwait,Y
3180,Kuzu Airlines Cargo,(unknown),GO,KZU,KUZU CARGO,Turkey,Y
3181,Kvadro Aero,(unknown),(unknown),QVR,PEGASO,Kyrgyzstan,N
3182,Kwena Air,(unknown),(unknown),KWN,KWENA,South Africa,N
3183,Kyrgyz Airlines,(unknown),N5,KGZ,BERMET,Kyrgyzstan,N
3184,Kyrgyz Trans Avia,(unknown),(unknown),KTC,DINARA,Kyrgyzstan,N
3185,Kyrgyzstan,(unknown),QH,LYN,ALTYN AVIA,Kyrgyzstan,N
3186,Kyrgyzstan Airlines,(unknown),R8,KGA,KYRGYZ,Kyrgyzstan,N
3187,Kyrgyzstan Department of Aviation,(unknown),(unknown),DAM,FLIGHT RESCUE,Kyrgyzstan,N
3188,Kyrgz General Aviation,(unknown),(unknown),KGB,KEMIN,Kyrgyzstan,N
3189,Kibris T,(unknown),KY,KYV,AIRKIBRIS,Turkey,N
3190,L A Helicopter,(unknown),(unknown),LAH,STAR SHIP,United States,N
3191,L J Aviation,(unknown),(unknown),LJY,ELJAY,United States,N
3192,L R Airlines,(unknown),(unknown),LRB,LADY RACINE,Czech Republic,N
3193,L&L Flygbildteknik,(unknown),(unknown),PHO,PHOTOFLIGHT,Sweden,N
3194,L'Express,(unknown),(unknown),LEX,LEX,United States,N
3195,L-3 Communications Flight Internation Aviation,(unknown),(unknown),FNT,FLIGHT INTERNATIONAL,United States,N
3196,L.A.B. Flying Service,(unknown),JF,LAB,LAB,United States,N
3197,LACSA,(unknown),LR,LRC,LACSA,Costa Rica,Y
3198,LADE - Lineas Aereas Del Estado,(unknown),(unknown),LDE,LADE,Argentina,N
3199,LAI - Linea Aerea IAACA,(unknown),KG,BNX,AIR BARINAS,Venezuela,N
3200,LAN Airlines,(unknown),LA,LAN,LAN,Chile,Y
3201,LAN Argentina,(unknown),4M,DSM,LAN AR,Argentina,Y
3202,LAN Cargo,(unknown),(unknown),LCO,LAN CARGO,Chile,N
3203,LAN Dominica,(unknown),(unknown),LNC,LANCANA,Dominican Republic,N
3204,LAN Express,(unknown),LU,LXP,LANEX,Chile,Y
3205,LAN Peru,(unknown),LP,LPE,LANPERU,Peru,Y
3206,LANSA,(unknown),(unknown),LSA,INTERNACIONAL,Dominican Republic,N
3207,LAP Colombia - Lineas Aereas Petroleras,(unknown),(unknown),APT,S.A.,LAP,N
3208,LASTP,(unknown),(unknown),OTN,LASTP,S,N
3209,LC Busre,(unknown),(unknown),LCB,BUSRE,Peru,N
3210,LOT Polish Airlines,(unknown),LO,LOT,POLLOT,Poland,Y
3211,LTE International Airways,(unknown),XO,LTE,FUN JET,Spain,Y
3212,LTU Austria,(unknown),L3,LTO,BILLA TRANSPORT,Austria,Y
3213,LTU International,(unknown),LT,LTU,LTU,Germany,N
3214,LTV Jet Fleet Corporation,(unknown),(unknown),JFC,JET-FLEET,United States,N
3215,LUKoil-Avia,(unknown),(unknown),LUK,LUKOIL,Russia,N
3216,La Ronge Aviation Services,(unknown),(unknown),ASK,AIR SASK,Canada,N
3217,La Valenciana Taxi Aereo,(unknown),(unknown),LVT,TAXIVALENCIANA,Mexico,N
3218,Labcorp,(unknown),(unknown),SKQ,SKYLAB,United States,N
3219,Labrador Airways,(unknown),(unknown),LAL,LAB AIR,Canada,N
3220,Lagun Air,(unknown),N6,JEV,(unknown),Spain,N
3221,Lake Havasu Air Service,(unknown),(unknown),HCA,HAVASU,United States,N
3222,Lakeland Aviation,(unknown),(unknown),LKL,LAKELAND,United States,N
3223,Laker Airways,(unknown),(unknown),LKR,LAKER,United States,N
3224,Laker Airways (Bahamas),(unknown),(unknown),LBH,LAKER BAHAMAS,United States,N
3225,Lamra,(unknown),(unknown),LMR,LAMAIR,Sudan,N
3226,Lanaes Aereas Trans Costa Rica,(unknown),(unknown),TCR,TICOS,Costa Rica,N
3227,Landsflug,(unknown),(unknown),ISL,ISLANDIA,Iceland,N
3228,Langtry Flying Group,(unknown),(unknown),PAP,PROFLIGHT,United Kingdom,N
3229,Lankair,(unknown),IK,LKN,Lankair,Sri Lanka,N
3230,Lanza Air,(unknown),(unknown),LZA,AEROLANZA,Spain,N
3231,Lanzarote Aerocargo,(unknown),(unknown),LZT,BARAKA,Spain,N
3232,Lao Air Company,(unknown),(unknown),LLL,LAVIE,Lao Peoples Democratic Republic,N
3233,Lao Airlines,(unknown),QV,LAO,LAO,Lao Peoples Democratic Republic,Y
3234,Lao Capricorn Air,(unknown),(unknown),LKA,NAKLOA,Lao Peoples Democratic Republic,N
3235,Laoag International Airlines,(unknown),L7,LPN,LAOAG AIR,Philippines,N
3236,Laredo Air,(unknown),(unknown),LRD,LAREDO AIR,United States,N
3237,LatCharter,(unknown),(unknown),LTC,LATCHARTER,Latvia,Y
3238,Latvian Air Force,(unknown),(unknown),LAF,LATVIAN AIRFORCE,Latvia,N
3239,Lauda Air,(unknown),NG,LDA,LAUDA AIR,Austria,Y
3240,Lauda Air Italy,(unknown),(unknown),LDI,LAUDA ITALY,Italy,N
3241,Laughlin Express,(unknown),(unknown),LEP,LAUGHLIN EXPRESS,United States,N
3242,Laus,(unknown),(unknown),LSU,LAUS AIR,Croatia,N
3243,Lawrence Aviation,(unknown),(unknown),LAR,LAWRENCE,United States,N
3244,Layang-Layang Aerospace,(unknown),(unknown),LAY,LAYANG,Malaysia,N
3245,Lease-a-Plane International,(unknown),(unknown),LPL,LEASE-A-PLANE,United States,N
3246,Lebanese Air Transport,(unknown),LQ,LAQ,LAT,Lebanon,N
3247,Lebanese Air Transport (Charter),(unknown),(unknown),LAT,LEBANESE AIR,Lebanon,N
3248,Lebanon Airport Development Corporation,(unknown),(unknown),LAD,LADCO-AIR,United States,N
3250,Leconte Airlines,(unknown),(unknown),LCA,LECONTE,United States,N
3251,Leeward Islands Air Transport,(unknown),LI,LIA,LIAT,Antigua and Barbuda,Y
3252,Legend Airlines,(unknown),(unknown),LGD,LEGENDARY,United States,N
3253,Leisure Air,(unknown),(unknown),LWD,LEISURE WORLD,United States,N
3254,Lentini Aviation,(unknown),(unknown),LEN,LENTINI,United States,N
3255,Leo-Air,(unknown),(unknown),LOR,LEO CHARTER,South Africa,N
3256,Leonsa De Aviacion,(unknown),(unknown),LEL,LEONAVIA,Spain,N
3257,Libyan Airlines,(unknown),(unknown),LYW,LIBYAN AIRWAYS,Libya,N
3258,Libyan Arab Airlines,(unknown),LN,LAA,LIBAIR,Libya,Y
3259,Libyan Arab Air Cargo,(unknown),(unknown),LCR,LIBAC,Libya,N
3260,Lid Air,(unknown),(unknown),LIQ,(unknown),Sweden,N
3261,Lignes Aeriennes Congolaises,(unknown),(unknown),LCG,CONGOLAISE,Democratic Republic of the Congo,N
3262,Lignes Aeriennes Du Tchad,(unknown),(unknown),LKD,LATCHAD,Chad,N
3263,Lignes Mauritaniennes Air Express,(unknown),(unknown),LME,LIMAIR EXPRESS,Mauritania,N
3264,Lignes Nationales Aeriennes - Linacongo,(unknown),(unknown),GCB,LINACONGO,Republic of the Congo,N
3265,Lincoln Air National Guard,(unknown),(unknown),GDQ,(unknown),United States,N
3266,Lincoln Airlines,(unknown),(unknown),LRT,(unknown),Australia,N
3267,Lindsay Aviation,(unknown),(unknown),LSY,LINDSAY AIR,United States,N
3268,Linea Aerea Costa Norte,(unknown),(unknown),NOT,COSTA NORTE,Chile,N
3269,Linea Aerea Mexicana de Carga,(unknown),(unknown),LMC,LINEAS DECARGA,Mexico,N
3270,Linea Aerea SAPSA,(unknown),L7,LNP,SAPSA,Chile,N
3271,Linea Aerea de Fumig Aguas Negras,(unknown),(unknown),NEG,AGUAS NEGRAS,Chile,N
3272,Linea Aerea de Servicio Ejecutivo Regional,(unknown),8z,LER,LASER,Venezuela,N
3273,Linea De Aeroservicios,(unknown),(unknown),LSE,(unknown),Chile,N
3274,Linea Turistica Aerotuy,(unknown),LD,TUY,AEREOTUY,Venezuela,N
3275,Lineas Aereas Alaire S.L.,(unknown),(unknown),ALR,AEROLAIRE,Spain,N
3276,Lineas Aereas Azteca,(unknown),ZE,LCD,LINEAS AZTECA,Mexico,N
3277,Lineas Aereas Canedo LAC,(unknown),(unknown),LCN,CANEDO,Bolivia,N
3278,Lineas Aereas Comerciales,(unknown),(unknown),LCM,LINEAS COMERCIALES,Mexico,N
3279,Lineas Aereas Ejectuivas De Durango,(unknown),(unknown),EDD,LINEAS DURANGO,Mexico,N
3280,Lineas Aereas Eldorado,(unknown),(unknown),EDR,ELDORADRO,Colombia,N
3281,Lineas Aereas Federales,(unknown),(unknown),FED,FEDERALES,Argentina,N
3282,Lineas Aereas Monarca,(unknown),(unknown),LMN,LINEAS MONARCA,Mexico,N
3283,Lineas Aereas San Jose,(unknown),(unknown),LIJ,LINEAS JOSE,Mexico,N
3284,Lineas Aereas del Humaya,(unknown),(unknown),UMA,HUMAYA,Mexico,N
3285,Linex,(unknown),(unknown),LEC,LECA,Central African Republic,N
3286,Linhas Aereas Santomenses,(unknown),(unknown),SMS,SANTOMENSES,S,N
3287,Linhas A,(unknown),LM,LAM,MOZAMBIQUE,Mozambique,Y
3288,Link Airways of Australia,(unknown),(unknown),LAW,(unknown),Australia,N
3289,Lion Air Services,(unknown),(unknown),WGT,WORLDGATE,United Kingdom,N
3290,Lion Mentari Airlines,(unknown),JT,LNI,LION INTER,Indonesia,Y
3291,Lions-Air,(unknown),(unknown),LEU,LIONSAIR,Switzerland,N
3292,Lithuanian Air Force,(unknown),(unknown),LYF,LITHUANIAN AIRFORCE,Lithuania,N
3293,Little Red Air Service,(unknown),(unknown),LRA,LITTLE RED,Canada,N
3294,Livingston,(unknown),LM,LVG,LIVINGSTON,Italy,N
3295,Lloyd Aereo Boliviano,(unknown),LB,LLB,LLOYDAEREO,Bolivia,N
3296,Lnair Air Services,(unknown),(unknown),LNA,ELNAIR,Spain,N
3297,Lockheed Air Terminal,(unknown),(unknown),XLG,(unknown),United States,N
3298,Lockeed Aircraft Corporation,(unknown),(unknown),LAC,LOCKHEED,United States,N
3299,Lockheed DUATS,(unknown),(unknown),XDD,(unknown),United States,N
3300,Lockheed Martin Aeronautics,(unknown),(unknown),CBD,CATBIRD,United States,N
3301,Lockheed Martin Aeronautics Company,(unknown),(unknown),LNG,LIGHTNING,United States,N
3302,Logan Air,(unknown),(unknown),LOG,LOGAN,United Kingdom,N
3303,Lom Praha Flying School,(unknown),(unknown),CLV,AEROTRAINING,Czech Republic,N
3304,Lomas Helicopters,(unknown),(unknown),LMS,LOMAS,United Kingdom,N
3305,London City Airport Jet Centre,(unknown),(unknown),LCY,LONDON CITY,United Kingdom,N
3306,London Executive Aviation,(unknown),(unknown),LNX,LONEX,United Kingdom,N
3307,London Flight Centre (Stansted),(unknown),(unknown),LOV,LOVEAIR,United Kingdom,N
3308,London Helicopter Centres,(unknown),(unknown),LHC,MUSTANG,United Kingdom,N
3309,Lone Star Airlines,(unknown),(unknown),LSS,LONE STAR,United States,N
3310,Long Island Airlines,(unknown),(unknown),ORA,LONG ISLAND,United States,N
3311,Longtail Aviation,(unknown),(unknown),LGT,LONGTAIL,Bermuda,N
3312,Lorraine Aviation,(unknown),(unknown),LRR,LORRAINE,France,N
3313,Los Cedros Aviacion,(unknown),(unknown),LSC,CEDROS,Chile,N
3314,Lotus Air,(unknown),(unknown),TAS,LOTUS FLOWER,Egypt,N
3315,Luchtvaartmaatschappij Twente,(unknown),(unknown),LTW,TWENTAIR,Netherlands,N
3316,Lucky Air,(unknown),(unknown),LKE,LUCKY AIR,China,N
3317,Luft Carago,(unknown),(unknown),LUT,LUGO,South Africa,N
3318,Luftfahrt-Vermietungs-Dienst,(unknown),(unknown),LVD,AIR SANTE,Austria,N
3319,Luftfahrtgesellschaft Walter,(unknown),HE,LGW,WALTER,Germany,Y
3320,Lufthansa,(unknown),LH,DLH,LUFTHANSA,Germany,Y
3321,Lufthansa Cargo,(unknown),LH,GEC,LUFTHANSA CARGO,Germany,Y
3322,Lufthansa CityLine,(unknown),CL,CLH,HANSALINE,Germany,Y
3323,Lufthansa Systems,(unknown),L1,(unknown),(unknown),Germany,N
3324,Lufthansa Technik,(unknown),(unknown),LHT,LUFTHANSA TECHNIK,Germany,N
3325,Lufttaxi Fluggesellschaft,"",DV,LTF,Garfield,Germany,N
3326,Lufttransport,(unknown),L5,LTR,LUFT TRANSPORT,Norway,Y
3327,Luhansk,(unknown),(unknown),LHS,ENTERPRISE LUHANSK,Ukraine,N
3328,Lund University School of Aviation,(unknown),(unknown),UNY,UNIVERSITY,Sweden,N
3329,Luxair,(unknown),LG,LGL,LUXAIR,Luxembourg,Y
3330,Luxaviation,(unknown),(unknown),LXA,RED LION,Luxembourg,N
3331,Luxembourg Air Rescue,(unknown),(unknown),LUV,LUX RESCUE,Luxembourg,N
3332,Luxflight Executive,(unknown),(unknown),LFE,LUX EXPRESS,Luxembourg,N
3333,Luxor Air,(unknown),(unknown),LXO,(unknown),Egypt,N
3334,Luzair,(unknown),(unknown),LUZ,LISBON JET,Portugal,N
3335,Lviv Airlines,(unknown),5V,UKW,UKRAINE WEST,Ukraine,N
3336,Lydd Air,(unknown),(unknown),LYD,LYDDAIR,United Kingdom,N
3337,Lynch Flying Service,(unknown),(unknown),LCH,LYNCH AIR,United States,N
3338,Lynden Air Cargo,(unknown),L2,LYC,LYNDEN,United States,N
3339,Lynx Air International,(unknown),(unknown),LXF,LYNX FLIGHT,United States,N
3340,Lynx Aviation,(unknown),(unknown),LYX,LYNX AIR,Pakistan,N
3342,L,(unknown),MJ,LPR,LAPA,Argentina,Y
3343,L,(unknown),(unknown),LAU,SURAMERICANO,Colombia,N
3344,M & N Aviation,(unknown),(unknown),JNH,JONAH,United States,N
3345,MAC Fotografica,(unknown),(unknown),MCF,MAC FOTO,Spain,N
3346,MANAG'AIR,(unknown),(unknown),MRG,MANAG'AIR,France,N
3347,MAP-Management and Planung,(unknown),(unknown),MPJ,MAPJET,Austria,N
3348,MAS Airways,(unknown),(unknown),TFG,TRAFALGAR,United Kingdom,N
3349,MasAir,(unknown),M7,MAA,MAS CARGA,Mexico,Y
3350,MAT Macedonian Airlines,(unknown),IN,MAK,MAKAVIO,Macedonia,Y
3351,MCC Aviation,(unknown),(unknown),MCC,DISCOVERY,South Africa,N
3352,MG Aviacion,(unknown),(unknown),MGA,MAG AVACION,Spain,N
3353,MIA Airlines,(unknown),(unknown),JLA,SALLINE,Romania,N
3354,MIAT Mongolian Airlines,(unknown),OM,MGL,MONGOL AIR,Mongolia,Y
3355,MIT Airlines,(unknown),(unknown),MNC,MUNCIE,Canada,N
3356,MK Airline,(unknown),(unknown),MKA,KRUGER-AIR,Ghana,N
3357,MNG Airlines,(unknown),MB,MNB,BLACK SEA,Turkey,Y
3358,MSR Flug-Charter,(unknown),(unknown),EBF,SKYRUNNER,Germany,N
3359,MTC Aviacion,(unknown),(unknown),MCV,MTC AVIACION,Mexico,N
3360,Mac Aviation,(unknown),(unknown),MAQ,MAC AVIATION,Spain,N
3361,Mac Dan Aviation Corporation,(unknown),(unknown),MCN,MAC DAN,United States,N
3362,MacKnight Airlines,(unknown),(unknown),MTD,(unknown),Australia,N
3363,Macair Airlines,(unknown),CC,MCK,(unknown),Australia,Y
3364,Macedonian Airlines,(unknown),(unknown),MCS,MACAIR,Greece,N
3365,Madina Air,(unknown),(unknown),MDH,MADINA AIR,Libya,N
3366,Maersk,(unknown),DM,(unknown),(unknown),Denmark,Y
3367,Magic Blue Airlines,(unknown),(unknown),MJB,MAGIC BLUE,Netherlands,N
3368,Magna Air,(unknown),(unknown),MGR,MAGNA AIR,Austria,N
3369,Mahalo Air,(unknown),(unknown),MLH,MAHALO,United States,N
3370,Mahan Air,(unknown),W5,IRM,MAHAN AIR,Iran,Y
3371,Mahfooz Aviation,(unknown),M2,MZS,MAHFOOZ,Gambia,N
3372,Maine Aviation,(unknown),(unknown),MAT,MAINE-AV,United States,N
3373,Majestic Airlines,(unknown),(unknown),MAJ,MAGIC AIR,United States,N
3374,Mak Air,(unknown),(unknown),AKM,MAKAIR,Kazakhstan,N
3375,Malagasy Airlines,(unknown),(unknown),MLG,(unknown),Madagascar,N
3376,Malawi Express,(unknown),(unknown),MLX,MALAWI EXPRESS,Malawi,N
3377,Malaya Aviatsia Dona,(unknown),(unknown),MKK,AEROKEY,Russia,N
3378,Malaysia Airlines,(unknown),MH,MAS,MALAYSIAN,Malaysia,Y
3379,Mali Air,(unknown),(unknown),MAE,MALI AIREXPRESS,Austria,N
3380,Mali Air Express,(unknown),(unknown),VXP,AVION EXPRESS,Mali,N
3381,Mali Airways,(unknown),(unknown),MTZ,MALI AIRWAYS,Mali,N
3382,Malila Airlift,(unknown),(unknown),MLC,MALILA,Democratic Republic of the Congo,N
3383,Mall Airways,(unknown),(unknown),MLS,MALL-AIRWAYS,United States,N
3384,Malmo Aviation,(unknown),(unknown),SCW,SCANWING,Sweden,Y
3385,Malmoe Air Taxi,(unknown),(unknown),LOD,LOGIC,Sweden,N
3386,Malmö Aviation,(unknown),TF,SCW,Scanwings,Sweden,Y
3387,Malta Air Charter,(unknown),R5,MAC,MALTA CHARTER,Malta,Y
3388,Malta Wings,(unknown),(unknown),MWS,MALTA WINGS,Malta,N
3389,Malév,(unknown),MA,MAH,MALEV,Hungary,Y
3390,Manaf International Airways,(unknown),(unknown),MLB,MANAF,Burundi,N
3391,Mandala Airlines,(unknown),RI,MDL,MANDALA,Indonesia,Y
3392,Mandarin Airlines,(unknown),AE,MDA,Mandarin,Taiwan,Y
3393,Mango,(unknown),JE,MNO,TULCA,South Africa,Y
3394,Manhattan Air,(unknown),(unknown),MHN,MANHATTAN,United Kingdom,N
3395,Manitoulin Air Services,(unknown),(unknown),MTO,MANITOULIN,Canada,N
3396,Mann Air,(unknown),(unknown),MNR,TEEMOL,United Kingdom,N
3397,Mannion Air Charter,(unknown),(unknown),MAN,MANNION,United States,N
